account_address,selected_option,time_weighted_average,rola_proof
account_rdx169zzvkdkcgdn97crz65yq47jpnlaga3acpntfkvh8eym4nnqaa9pdj,yes,25787.18334,"{""curve"":""secp256k1"",""publicKey"":""03a2aec6531641c3f2459e8d2586f1473e54af2fa3daefdb6a48f007e4a00563ae"",""signature"":""00b58bad171193852b71f3749e20bbe956fc90979ebb8720215fa3f7afe0dbe0be572c448739416e8617e69c5e50d4fa90c9864b543253b1e6db571aa866ba96d8""}"
account_rdx169zhz56ul5fy8r9mqsk3n8y6lsms9lujgzjsjk2kh4cmn5xfp4g29p,yes,47539.53871,"{""curve"":""secp256k1"",""publicKey"":""031483b6ba8e03a504781e41100431096982582ae71d31bcb602e4fe6b4f3618ce"",""signature"":""000540c05e7c10e55d214797d2bbf413c5e2464a3d2285f0d2e2969d5692f8094d14dc45207126d6096d064d93963f177a4c8001e0bbb592709ed4cc354dc58936""}"
account_rdx169zec0lxxlqc0n8vlh8s739q5tkrt9evk34ktvk87hdvuqaw6ygd9e,yes,281.1519272,"{""curve"":""secp256k1"",""publicKey"":""02eb8e7963b8945fc41979627f5fb31087333f692c03300e01309cc49d19f5d99f"",""signature"":""01d46fa9e67d61793d6bd40b294a0b5ca6ca487d26c9bd02f5713848f125f30cb27c181577e8724d7a8c62d2b0a8fb7b43f3823e147ba4cbdc7efa8f4e6d433087""}"
account_rdx169zcjmt97fl492kxk3emheuzpqeddgfc5y3shv9tv34r3el4aj2cka,yes,69545.78001,"{""curve"":""secp256k1"",""publicKey"":""03474b85deaae0d55b8d6a0b6ab243ee71f24483d89dd6d3b485a957825057be39"",""signature"":""003f7c164a013cd5d2cf890dba4c168545fd563705e4cfd4188cb61bb21f42a9785ce0a12d4b4d96006056ffee069307b9605fd5fa58806d1048caea0ccb286cc3""}"
account_rdx169ynua08kucw3qq8phkzf22dvhs92z0jzhw6uwlzgxx7u0kd8yz3yw,yes,0,"{""curve"":""secp256k1"",""publicKey"":""03aa5116d4f6526d96ae7de0ab300505048365375ae44529d259f6c753e7dcb9a1"",""signature"":""00075792683a5ddcc924d98fdf8e5b140f0823bea16f29d6b6efde063e377af79a13c623853042273c111f913430e937bfbd20f968d0f4d1453104c7792961f5e9""}"
account_rdx169ycp5uvsm7wd4cs5xwzzxrw6ykk3v9mnjdrrzuezmcl6gkm37j9cz,yes,145932.7251,"{""curve"":""secp256k1"",""publicKey"":""037a9040f145f91306e17e768ec02abaf58a8cab55ab1aed6acb720fb00ea5a704"",""signature"":""0105c0c3cfdda305d29fe1bacb72861eeb263b4cfb7f9038c6b63d2682c346a5dd7d76567a1c62234978d067e8750bca241145723730fd40805c95e533195be918""}"
account_rdx169xuzqrujse45sz40xs3e5grcm3t4j92wpd6czj7cqq57v3eeezuxl,yes,2469.762665,"{""curve"":""secp256k1"",""publicKey"":""026fbed30a6a2a9edadda421f8877890ac0aafeb0adeceed599560e5955dc24601"",""signature"":""008b70d23cc9b22caa8848d43cf644d4a8100d8d7f175b2d163e11fcf745b2bf33515408fbe295c926dcd23a061a01b0e821ff3b44ff224d4bb5a426edb598b8cd""}"
account_rdx169xmag76zdxrshl9p0gnhvk5r2pqygj07zu95jftxrm4xwy36dy24j,yes,478160.5492,"{""curve"":""secp256k1"",""publicKey"":""02d2c23df032c6bae82014c380146629f47e4032c782dd4db263a04a366eaaa578"",""signature"":""011eb59bdf250a50c48db440eca125615baca9204b99cbcf4b925d0040491215085cc1f9e6105e99c26016a1db2c195be6309d9163e9cd17d62095ae6cca87f746""}"
account_rdx169xf7tj2nyufgtr0ftnauxayptvzuzgagadgmh3nxkvsxh4un608rs,yes,65717.71155,"{""curve"":""secp256k1"",""publicKey"":""037d4a3b2a8f3bf96a076e486405869aab04df938d67e5486a9e22e17a64d93f2d"",""signature"":""00bfba79f0e4c67445b8c9342e40c87bc4d8d13e41dc44d769e5226d530fc91ce75889f6401c30777c1c324306a08be41cfa551b993057d6668103d5ea55fa986c""}"
account_rdx169xcspk5jw4zwfk4024n6qz06wtfrt93asqvz7ffswlkgrjcr4vrx6,no,131491.9803,"{""curve"":""secp256k1"",""publicKey"":""02562a496e3ad30a8114ce341eda2ce34729c1e7eb795ac69cf02672da57374afb"",""signature"":""008f3550aac5a31173ac28e1904d6e2e6301a6ae3995f4bc734732c0fa66b06b9445dcae461a876c7e7a70de35d125ac23e82dc778dbe5bf09fde9b18f117b89d6""}"
account_rdx169wx24h5xrw0cldmp3fp3a4fl30nfmkeu3sksk3mh6cfst4l7dc3zj,no,64775.22252,"{""curve"":""secp256k1"",""publicKey"":""0259cacbd42b2293aa9049a6231df291b8ea70df4d086a33f6c065505b6b73a93f"",""signature"":""002e3ad2e687c35525627fe6152725b41826dc6a12933479a61594d1c9862477746be2d4a85767b1633783495a4c7e963be13a42eb5d56447355f76f5e64ae37bd""}"
account_rdx169wmrcer4zzgrndvkfr5fspm6s2t7cuuad9l2gqdzq397rsu3n2dyd,yes,3645979.776,"{""curve"":""secp256k1"",""publicKey"":""0390e59c2df0885c4bd3a5d18d03b80317561b3cdfc502cddd89287af704b59902"",""signature"":""00d83ccbada294efaf6cbb8a7f3c57b334bef659eab506a5f5220c48bc155aa75e59cb5e3fcc8f52ba95d5f252a83d6ecb6f53e7a81b2fce01184aa4f84d96f9b4""}"
account_rdx169wgqry3v48z62t6jgagd69lwwqz2zju5gye5xvju7z3684a0f7gr9,no,1634488.046,"{""curve"":""secp256k1"",""publicKey"":""03de6e4be8a3d50c207f86e5755cc97661e9bc8b2591fcae685a0f2b85e5daf2ed"",""signature"":""00d3d9477802b3b85800eb04a3fd3d3c96724eae0a9c4ff12c989ef8ae6bc031a177e55ad2c5441d4ae3ff89e6f36323c65a309a1df96337cc28131bda5284a82d""}"
account_rdx169way752lq6uuvk5ehwm5gmgtc3qpl4lf4vzrwp8eh2m8lhqdcxmd2,yes,3537.668568,"{""curve"":""secp256k1"",""publicKey"":""02901025619b1937b7522a30c9570c74c26a5e9864d081b3c49b22bdc36f33c83b"",""signature"":""005ebfd14d3b5fa049e59580949ce34565bc4fc866a1aabf044db995e781f7facf7bc0a779ddf86fdb189be4badd3d31acc9cd19818bedd2a0c0ea587bdd24d3ee""}"
account_rdx169w4umkspmu2v30hyklv5p2ld745274482ctl6n8dfxlm3m8qdpm4x,yes,118943.8659,"{""curve"":""secp256k1"",""publicKey"":""0255cdc94484190148535115eeb0b524feebb8cbf98564e1a81bf9e5bcc4c0d20c"",""signature"":""01574727b557cd2807e5a11f9a451ca51487c5790140324aed395df4336a43489527672158758557de95ec9bacbb0c2082a6c771ee5fc5dadf61803f5486fa21ed""}"
account_rdx169w2qcqncqlr4jlrnshup0zvvd6f58p4cn7can8y6yqgg4ednkjtr4,yes,762641.5346,"{""curve"":""secp256k1"",""publicKey"":""03ecd8cbfd66ae9a28947869184359d5c7f1b3827f3ea8f681163b879c6a0e1fd0"",""signature"":""017f58c902c19e02ff893e7a94c28ccc2397deefbbffd810e02e3b34a42d30ef594612a7f7f9bbd53217bf5518755aab5e7704e489d94e3c805177e155d8a46739""}"
account_rdx169vkvktqz7fx450mwx00wm0p6ad8exv4wfv2v4vgkeuuksgl6xnkxz,no,3.713217679,"{""curve"":""secp256k1"",""publicKey"":""02e1d2f12ad0bda520d65879ad97976f2f2cebeb85d285aa122a15218178bb3385"",""signature"":""01f2fe113c4d41918bf0c58a5c58e741325941a01b999182c0ae83593801933bac7baeaba32382d6eedd796b89488b7b8e530c2e788cc30a817c8e913d5089cf03""}"
account_rdx169vflen58p64nm3rgemjmqlsgkhfhg5kjrdvp3f9k47z5gr9ffaswx,yes,8755.827731,"{""curve"":""secp256k1"",""publicKey"":""0294599a2ceae443263a91b4c83ebb6c33c1bc392f324a9530d69d261bb36ec939"",""signature"":""00d526ea228e2cf4a5c9f0dc57227c081cac387f128d5ee769ab56efe6651833ca0cde4eab834f491a7f47e120d27a1acfe93a8fc3930a8ef09af25ccbdcdeeeb0""}"
account_rdx169uy028vc5qrhyk805g5fyq465tl9qyf6nsdenthtdj9908r4zyrkv,yes,10348807.81,"{""curve"":""secp256k1"",""publicKey"":""022cf7522f995915c8c1d04dce19b803caa331b30ce553f73bdc7989ac82816074"",""signature"":""0119c2c24b3d4fc6dfeb5f87f5374c2d1a574998e38712d869a80eda8bcfc0f9ef28ff82475f0c23fc20c89b47c3a8453f994c69ee52d5e746ac2f3996f33ddce5""}"
account_rdx169ue6f7nf989kvpm9am75n8jjsp3x92ecsdxq47slqddrgyzgthfzc,yes,404615.5837,"{""curve"":""secp256k1"",""publicKey"":""03626111df534e2a78e69da7d7be8f47ba9809196b8a6c9b4e63dae47093769d12"",""signature"":""01eff73420128d94308b422bf6960e3db0d71316eee2a60d1ac185972b793a89dd1a142f9384f315d0938c481a2b9feb1c31e9a6017455d95faf87bc03e9a11803""}"
account_rdx169tupwzlekpexwzxfl5pfr55g737p3pp4wxhv4yykxf6n7jfnhs05m,yes,10201.36798,"{""curve"":""secp256k1"",""publicKey"":""0343295bd8d429ce5e1d08d596013d1ac7791345b1122a92c6192dfcb3f5f4d77a"",""signature"":""00b738806380eb7365d7d9918c0fa20e552a13950131f48e04f9436d1ab53215217b58547da65181b91cdcb929bc9b7f42e613a964e886710d617a938781f5e70b""}"
account_rdx169tpreaczq4edvex3nwv68zcv26efzf492944pufcwfnjxc9lzv7sg,yes,2767043.753,"{""curve"":""secp256k1"",""publicKey"":""03de6691b99532cb93f0bed285793d5842d1afbc0bf9fcb45c03d00683505c0d58"",""signature"":""010c82aa975be2f81139462ab26778333d2b082e158984cd99d9b714c2f31192ba0439bf3530f4d1e391c3720f57ba0b649a7e8054ececd46c018a6dcea7441178""}"
account_rdx169tlewgyk02scf9h08w5yytu8zcdzwjxqeh5h9k49qapyx8xsmv0f3,no,95549.50823,"{""curve"":""secp256k1"",""publicKey"":""032996f4f6bc11c62491423b7287e4d281f8a8a450a27167f55db64d983fcb9bb1"",""signature"":""010a5272ddba63596d080a337227d30325f2dc77bc0f795ff4daf288bc942a26893f51b2f443b02e7f8b5df8c9a661ff497470fcc7d597b2fd226c85e948680ac0""}"
account_rdx169tkcg6h9xyqklu0pqkqy3px2js3w9534su959vq5jezxdn30s0na7,no,53539,"{""curve"":""secp256k1"",""publicKey"":""02ecba7010d69fbcd6adbd148a5b2fecd361ca0ca35c4e51cc7debecdbd935b830"",""signature"":""019c8f65c017b62187afb2b40effd59b46b84e2fc20940e18c91b8b4b8fdec49dc0ff3787daa18fcb7dcd211f29ce86e5d7436cd18fde6c1fc93b34f478b66649d""}"
account_rdx169t9z9eaj9ra0ej9vvlsxqdjk95vcrscjpqk7mcyz2fvn88c7alccy,yes,64.27339354,"{""curve"":""secp256k1"",""publicKey"":""039699e49dc9bb5ba791d674a7a011efcd1db7013b217e0c8d35fa1ecaa8fd6219"",""signature"":""01355373a50e46e0a0eab97ca7b4a1e7380a8ac22be8ad11f231454343e63ac30a2126b4775d2f259bcdb2283c27111f9d70b053af97192b5bf24751cd828cf51b""}"
account_rdx169t6mpuref435j6dgwrlf9855d0zd2suulxxht4z7dpcswx8jxp4ek,yes,238662.314,"{""curve"":""secp256k1"",""publicKey"":""028e4199e2d1c9a8cc3259f10c3e736d6446320f2f0bb1d107c2ad2102eb7f71a9"",""signature"":""013c8834166eb89b596ff1112c47ad414f2220186db0f73eadaa1a0d538ddfdabe26325844aeb61e8f4634623bbcce3f9063c053402225fcb6196bf2fa0ac1b5c2""}"
account_rdx169t0z5e2vpzcry30gd4v8e35y32cx7wvg0lg5gwhxwdzpscdmlzsvw,yes,3877459.963,"{""curve"":""secp256k1"",""publicKey"":""02ce8d673d314deb502657078a629c322c7252b3ccc54c1aed20f26100a550c46c"",""signature"":""00e8352fdaa8b534099b04cb9e592208c88c1a517fc2e6d7f772c0b1068e3c7b5c06a2245451f954de2c7d40e058c6d6ab2c96e59b406ebacf2b1bd7f5c3650d5f""}"
account_rdx169sx8s6l78xpe282ynxep0ersd00jn3e2jjjwud0y0xp9294deamj4,no,680921.8288,"{""curve"":""secp256k1"",""publicKey"":""0399c990f8ca78d2e49db50b0263a06bd1655cacb31e7ddfa82c73e1e8c5c5b748"",""signature"":""01df67bca95485e299a96ea877ac0e83aaadc448e4c1e44b349d7b3112e982a21a732da22c4095b560276cf2a565bd026459b0d511adc9d215f841950721c1eff9""}"
account_rdx169sx2l8fn6egvk5yxd7vxk8c3gn0afnywtyur849pxlc2wdhpympcs,yes,25820.88362,"{""curve"":""secp256k1"",""publicKey"":""02c23361850651a8f67f5bc8b600e8c991025af1118513881e0bb80c403ac6c3e9"",""signature"":""01cf8327c85cb368e1c30fa61bf971bb0db4055436a27c594aadc41ff6f5691ba94c43eb152170ac66daf2c781a6a5d49cc065e92234a01e5e94b7e1b3ea543f1d""}"
account_rdx169snk8l9kmkgtf43wmh65rxvpk7l6aghmvlqrcg5mqkjrslalfqenu,yes,391279.0775,"{""curve"":""secp256k1"",""publicKey"":""0320a01594826645216ab75cdc90543d7a845164aa21ad9224d275cb401d8fe0e0"",""signature"":""0164a20dd38b12d09de303fc359ece2f4e47b4add46d0154d804ec7efee9c9bedc1cce52d0cf827b0e1959d5723fa451fdbbaefb281988ecada472e8a5a088dc1a""}"
account_rdx169slj7jdq6a6sa4d28el5gudpcwwffe6ugztmqpz0knur2087l5rsj,yes,2265707.158,"{""curve"":""secp256k1"",""publicKey"":""026655cbf9c1b8069b6d32c064b6eb6a20e6991d78c286741dcb242425c10a81a8"",""signature"":""003887377cba4f031d72d7c4aa950f22b6f6ea5412d6550f15886b74200689b40c6e16d50ea94f61e16273a5339c8c9f75bae4ba1299dcbe11054e6f5c913c6200""}"
account_rdx169sch2a30zsn28s6ew72ff7c4kh2jacg7gav3p0gdgpnuffuh5jldt,yes,564937.2079,"{""curve"":""secp256k1"",""publicKey"":""026641715b19b10dd843025d90d0f7741dc122fb263de710ef9a29bc9c2f0f7548"",""signature"":""01a2e3d771ec5a1dd1e5c15651e30deac69f23224ceddb307bb84e916ccdbecf603ccef9330a23f45a9386b316e093780feab2956b88cd9dc824aff19ca2e2caac""}"
account_rdx169s4fnvwypsjujzzlxjf7zzfqm964z7fhsg9nuuccu7nf66a2eu0ef,yes,3117.436358,"{""curve"":""secp256k1"",""publicKey"":""03358ef213ee72c1f04c668e07b68ccbe307b29af8e1073778ddc9e246d947481b"",""signature"":""017d8b416e02a5220a2e0cd6969c1a95e50885c6abc5297fe46c1c62e0dddc5d256154c41ba3199d027ffe77e661c951be53ad68503c8005e31a4f3ce5343cdf1b""}"
account_rdx169s2wrdjlaf8spv3fftxfgllagmefz74ytkfagmfyffj9knhu5p37w,yes,0,"{""curve"":""secp256k1"",""publicKey"":""02f355ca0e54194aa82c44bb0d4b06e8b52a1cfc6d487861b5b26d38e051b45e8b"",""signature"":""00a9ad329097766b5b3f95665b7546ebe312b5518615151e91bc5a038e58e1a5c12074eb2771f1df6c25a8535e9907b5baaf448badd6fce3de008ac9648bb61427""}"
account_rdx169r7l6jmgxr3q0d572tmr36ja6qp6dmg2s6rncn6xjvw2sg0cqeglc,no,37671.39945,"{""curve"":""secp256k1"",""publicKey"":""0394872471384fbcb66c1ac05d42dd20131d091905d64e30d5da8fca6aecb824c1"",""signature"":""00d45aeca388c74d69ef4fd56fa9b9c7fe80030d4ae1091ae360c16ac9e6fd30446d0b062a86c948ffede4ccc2ce460a69ca0071237b8e739df969d6c94a3fddc5""}"
account_rdx169qumpaj7nqgnh2rqaskflm8jcjrpwyrk2g3ktel9z9w3jew2aa0nc,yes,175417.5603,"{""curve"":""secp256k1"",""publicKey"":""034631b6f5ff5aa65cb74431f77b7c1d7f3348646245d09c0f501057773e5d2d35"",""signature"":""007f129d2d8f8e305e9731a67dd85c60eb0dc876c52586d7d8d203f0fdf417b166797b3abdfbc080e03bd81b5cdb13f5a2a3cbf367cd672624f3e6b5ba8ba9c0a5""}"
account_rdx169qqrm6wkymjr2cfwk9q6n5fma8xx86acsua3affxzrtvuljt40f3e,yes,16702.66008,"{""curve"":""secp256k1"",""publicKey"":""030e9833a1fb2c11226ddb85e6e39c9755b2213a209b56fa1043006f868bf0ff0e"",""signature"":""005b8f9079a8d57bfc20b795d882c63acb6c839568fda5a87b9852c8f36f1ea6eb367b9ac2ac5a873e42a72870dece900b28dd3cdf4df1eb7aca54fcbe70a8b893""}"
account_rdx169pqp5xmch9um48wp9yv0ndar2waaxw6axfe7xyge4n7nk3c7xj42v,yes,2130.520527,"{""curve"":""secp256k1"",""publicKey"":""03886ab19017121f908c035b4cbe9e5dd1c5dfbc58e0840da17ddd67b65b40c097"",""signature"":""01080d8fbdc7cddfab93dee0bd0aee553f1e6871708ce7e626701cda4a4527b4f0777ba28d9c055543f0e41fa599e054aa9250880038aa01f391e2ce57fc374495""}"
account_rdx169p5japke6lqk4lgntxujgd9499sj6e8uw57f346hdvrk57spwhzs9,no,4.682250133,"{""curve"":""secp256k1"",""publicKey"":""03821732d48025f90cf65c493bd3d527ec16c07f9c90c281f856d4d8d5553e1a4c"",""signature"":""014767f4d6715adf74a81728087e919c2cdfc9ed6dca8426b747c18659897baf6d20b5582eb70f2c3389cacdaa8f1f943f8b46e2e1ba0193a8fc1eb5ea70df202f""}"
account_rdx169nwqygejgzk5kdk0f2dc22uemgszvkyzyk706gkdcwppwgfdcmd70,yes,356410.7525,"{""curve"":""secp256k1"",""publicKey"":""024a13810bba3304e2bb5b0d5cc131dbfc327ce4d51d0dc1a88d93a3e6aca424a3"",""signature"":""00976f4e39a6da79932e581fb35e615bfb67cc3082692da0d34f63469a07f71e270a0ca99931e2cebebff092cee370f822707100ed8ec93070f47161ad8f5e2e0e""}"
account_rdx169npkatx7cgn83hvynpm5lqkx79s9ky3ach26z6llftw7z5p3zr586,yes,2284.960784,"{""curve"":""secp256k1"",""publicKey"":""0304e065d7c7509d55eda6e4d56ce8075c40510cd4480ba603b24d489e6a818749"",""signature"":""010f647686370ae9a1dbb87fffd7de81e6acd108c8cef14f7a0364d759eaa74260410c8a936cfb9506b2b2e13cbec344e14df9e1838d68937e21629ba3554386a2""}"
account_rdx169n2qwws447dnqzxvt6z8lm2enqpkmx7m3x33x52ufwza4g2jx6sld,yes,1,"{""curve"":""secp256k1"",""publicKey"":""03de9eac45dc1bf517457184ea2f3a1005081cf3c077d27f4d003eeee202a0e595"",""signature"":""0176b4ce4f306609ce1c57eff2888a102ea18705d6fdeb0b2a83af1831c766bbd024a812c6aaad8afefcd471d6d66ad23c5ff71aa7e20f156def70fd4cfd1c4725""}"
account_rdx169mmpu6fm0zswxj3h7t3nx359tev0hz2w0qh037s3ht2g4hgcxnwdw,yes,518086.945,"{""curve"":""secp256k1"",""publicKey"":""03cae8c8b91c7c4daf5d0c8e9c60c77338a0a6f2428ff316664e6cbd981b9586b3"",""signature"":""00fc5a8b95cecaf64c02662f91a8ec091e6d7baef79ca9fd4da4d602dca3fb51877fad0374f07d1f56dc4ef7fadbdf6d25791b9cdc7b5febac197ab11fd7029ac4""}"
account_rdx169mh2xx94mf3phdd6j32cnfsss0fqvyalx55t9xa7tequ9vr6u7h6s,yes,5816355.399,"{""curve"":""secp256k1"",""publicKey"":""037ae12d3f492cde36d00fa3d8c09f16d6679751d7b5e5da9c29d3d35f8a1d244b"",""signature"":""010ec91daae1d736e401e7f578d5d482bbb5045e9d62228454edc9e52d7f86639d6ed4202100bf7c0e6b92b2cf90e7cf470e01b56739d067dec22a8f33d06a90c0""}"
account_rdx169lr227xdfhvnrckxypw56fhfckyw5hjrhmfr8k2wah46jrq8g2w2q,yes,76150.5719,"{""curve"":""secp256k1"",""publicKey"":""0355bbe08fcd2d170e677049da3e943372168d2641ae22f0452e1d4adf82c23929"",""signature"":""00c15dd70a96e89048000d510e068f8ce9ed6539e202801e4ff730481195276a8f3ec782fb52262e0a156cf54de58b7fbfdce27fa45540ab7138084ef09919c9fa""}"
account_rdx169ljmarwjsftedcxt36cy8me7yaxgnuqz47dhe5gca889kgjgh0722,yes,125109.59,"{""curve"":""secp256k1"",""publicKey"":""035f597286b26cdec3b0d5e81f1ca7a185d69d29ea4947d56a110f7241bbd99173"",""signature"":""01782ae121f68cdbd4e6763ab1c27fb12dea60d1b987eb07d94e154e59e25a69d6317cd83d3358c963b9b35d81593b982aa8d6347080774ef5bb08102a6c842ed6""}"
account_rdx169ldqjwlm393qe2cmn23zl7ecrea3dxtm7230td5ummunyp8j8f5w4,yes,2505393.705,"{""curve"":""secp256k1"",""publicKey"":""026a96b806c81c8fb28caa92623068783fdb21b1610f231d1387323a29ca0c623f"",""signature"":""015d9530fc8aef1802132cf58eadf8331c93c0eef176a7cbb402a6f758965532322a0e0b527e6193778d1987b1fa85bfcd0a9b9ddd10988aa3041cb1f5145faf9a""}"
account_rdx169lcj45lz87680vgj2yf7rx8kjfpu7elh798jvleyfgd9yhzleqpsf,yes,258978.4352,"{""curve"":""secp256k1"",""publicKey"":""02b1e0ba31bfcdc0d8bb34cd5b2d84a4f549c51ed03bd0bcc0b9bd47a60b55498b"",""signature"":""0064c5aa37fd16e3da2a8850be61fdce7603d5507fb3621db4130c2d6231b6c95022d8f53213a7f281f26b8669ed6017d64dc81256aee82aff750112789b9b6eb5""}"
account_rdx169latyrk39zcpd3tz34cfrfr3svugyqmlddcc9384ccaxkreu7ng7u,no,57320.32262,"{""curve"":""secp256k1"",""publicKey"":""0279acec90d1ef06707d150e01c641aa369af4d5cee41d2cf3ad1d49659628d189"",""signature"":""00ed9a11a00f64c2b675d0e5319fa3aebaacecf0b185da0de4c3e1715e1fadbb476513c9d301d633f400ade02851aa59dc7f6aef27556aa281f64a8875479038bd""}"
account_rdx169l0rjlpld0n9pzxzg8vqzhzk60klsv5zh8vwq3upegwejnzzasyn5,no,12709.76229,"{""curve"":""secp256k1"",""publicKey"":""022a56c497fec5f9cf383778de085dd53df8ced350663ebef4d9e1c87f98335f3e"",""signature"":""0195c3e7058d3a6d93422628bcceef8afa011181d5f482b998a660c04f9b35935344a04a9c0c68787b7aeedebd7a6acf26dbd848bac30e7699827fd21e48ce1f69""}"
account_rdx169ktef796cdw3zsax9x3vj56ale37wuktzukeyktqlymu9zyqdzwur,no,0,"{""curve"":""secp256k1"",""publicKey"":""027f194124d7853193643d83cfed1670fad4346352f12763ee43afa599c5c09fa9"",""signature"":""00726099de3a792a8724662777280f1a5c604dad5e519ca045755169b14906fa152f02e527642404a1c6a3b36a80334b65ce96923a052d3841963af339db3f21f8""}"
account_rdx169kq4ma0kra6mxj033azqetvpakxsgd4f367wjp2auteuksclg7sfu,yes,8180841.035,"{""curve"":""secp256k1"",""publicKey"":""02ff0cc6051ab585706614f231479673149d0107b277cc1436a954be927aabdd18"",""signature"":""01950dd63361cfa06ca5db1eec6aa7b2b656aabbc54de5e7a85c0171adb208630e15d83c5f7999f6b9a0c5df5c38d5d0082103799b14de0429ca582c8373d2ce15""}"
account_rdx169kpnc8anlcdqzxfcwt4h3zjj8vfmrxcxnk8y38fc0xdlaxmyr3g9p,yes,106584.9888,"{""curve"":""secp256k1"",""publicKey"":""0201a8c7b9b6a3c529b831152fae6f93f13b484783eae0135e3977c4e025282099"",""signature"":""00eb213a2c6eeb2bbaec8ba51d89c33fd4f223ba878716d3acb14f349faf2309e1048f33bd84d1cdbf9bbf9173796531254e99b784b4f353ea16badd09c464810b""}"
account_rdx169kjjjrttnjwra6fgghd9cenk3cj4rxn2lyen7emr8wya9tw70p5zl,yes,38401.58805,"{""curve"":""secp256k1"",""publicKey"":""036423197146a05e72c9fa0f8db5cb6ccf34bf3f369061946ade22ff9fe7920b2b"",""signature"":""004e4347f89198d3677a27e5d59c961502026241a09b25576c02a611aa0180cfb8325623a9b2e4ac2a918d55adfa14df9f0694f57ff34549d8ae9653ab5cd58773""}"
account_rdx169kgjgjzwhzpx9a4cdqal7avn82t86uq0n8c27wjz3pyh4sahz8vcf,yes,81.5488861,"{""curve"":""secp256k1"",""publicKey"":""02b0232dfc9e49941f8039ef8d26ed2984eb394c90237c0398c14b8f25011bccb8"",""signature"":""00f6b7579a4f1c73d0940e36c14fd416000cfc478dfd6a3aba3a7f5400c93fcfb04f2a0b5dbaec99f38b8b1165de6233e5b9d1bc8ba4cb24fa30c86870a01f9ad3""}"
account_rdx169k7tkrcnmw0ehucwpd5cr0hdlhqsgzxrc39n6xknnp8y86hkth9jv,yes,7.186986073,"{""curve"":""secp256k1"",""publicKey"":""025f10d52a6099a107d396e4601c19cf83e90644d611cdcee82fdace3d715b6f75"",""signature"":""0104bb08c946b0f384954f49781c22a6dee338eb512c3f9e61b370f3de9c893d47434f3589ff3a1d9bfb40afe79607ee805000bb0789e7239661ab85ceb143c3ef""}"
account_rdx169k7mvw4069xuwalm256wkrtq73tjdmc7txvh2uty3qdn503s2f07s,yes,267.7463931,"{""curve"":""secp256k1"",""publicKey"":""03683ce7b66ec12c755554a6c6e9a526e10747527f14689c2fdf10a76d7c9e60b9"",""signature"":""0038638783304b8176b1634573e13d0bc31e814d76fd391765115e6eb07bfa2cdf46489ea815386d774288684d17cde56ee83f02b3fa0d7b47f6d9b979da915e62""}"
account_rdx169k7j85gahd6rumt8022aq7tr9thx5atp8zfwrv5hlzcdxst3hegnw,yes,152857.1679,"{""curve"":""secp256k1"",""publicKey"":""0385f9dbba13a07bab8bc33d058e6073f29e0aea282585cb124f56c66d89e99204"",""signature"":""012e58cdacf201c1c5e5c6ee9f4c5b279a95ca5c6b56e28b8be2789ec138f9274342c54dd006c2357bd82bf22587f9c26c103d9304f48ae8538384920cb61205d4""}"
account_rdx169k6xuze3sj05vpvz7mfhuu7gzk6fhdw2cxceu5vm67lwzhsmmajf9,yes,1572118.293,"{""curve"":""secp256k1"",""publicKey"":""02c6f6cd26c05074aa2a94653822919a6aff76872339a40d92181c3903629b954d"",""signature"":""016ad8715c2e9b924343d190e8daa98adaf8e59f5471c620be95f67f6da39b2fdd5e47e769370008873039cbaa4b1eace65a2eaa9488b6e446c2b9883c24f959d4""}"
account_rdx169k33d44cjn6axp8p8he52d64u8n44rrq8c2za37mryy05cnacnf0f,no,115293.2134,"{""curve"":""secp256k1"",""publicKey"":""025c415f3ef5554eec7729a46ba5f30f304f9d4d1c3bb627ff49a72eb370e31b89"",""signature"":""00d93224940b2827214656e650b5e5b5d0d539ee8a9d167a43f81cc6f7241155093a8af6e46f942071873facb26049fbdafc5db09f37435a6fb51e9ed76d7c73a2""}"
account_rdx169jktkyvm3l7rptc3emcnu57vqg2luaklszc2zd53fl9a03py26j0v,yes,14273852.94,"{""curve"":""secp256k1"",""publicKey"":""039a042b87a7310c0d9415959952cb55ed24385967fd70ec3e8782905d54c8b8c1"",""signature"":""005b60c4bc607f13035b820064e718416e76793dcbaebae1b940da24fc58377e1d38d2a5bb0f977a06b0138b76803e65b9d21b3a8b0784a326e0dad6e2333e9c9c""}"
account_rdx169jjrsmylnpfd5puacqpn3x467z864gq9xn4dfy49vje2lstmntu69,yes,55.92364647,"{""curve"":""secp256k1"",""publicKey"":""02f66dca449562c92cbf20a0ef654b0789c7c316d833eb164e0805a69c9c797de0"",""signature"":""006972faa9279bfed49f8801d90e86e157ae9354ce4cec3eff3e59518abf9666413e31798ea879700e16490003a6f7482aceecf664237175b384d6840edff32b7e""}"
account_rdx169j92vz6j24vn8mdune2fcq9uxq077g9d5dhzngm0ee2uyw7zw34uc,yes,793.3770248,"{""curve"":""secp256k1"",""publicKey"":""03e1f9f89e31fd8af022900fb0938982a21beef5e2e5d1afdd08972779e9c4d08e"",""signature"":""00f7e9543b0cba86036dc6bccb09a64204a1047f55821e4a86162c546878f169384b2383684dae8a8468b340c69c533b9ffa442ade943ca5396f88699d00f6a998""}"
