account_address,selected_option,time_weighted_average,rola_proof
account_rdx12y7ac5c75af2dfxvr7npecet49s22fzlxarn3z6ftcr3x9qmvsug2k,yes,100188.6721,"{""curve"":""curve25519"",""publicKey"":""8d9c86618dfa30f3a2eaae268eb1283fc2001ba5eba2f533ab912e6058f7e590"",""signature"":""becca3a5deef0409b79d4c7b228a017e112da6d10b0d5eba4744bf93c3cd92853042115ce2557f9e423e5e09a025b34f1bba7dd39c6a136f9f6234ca00326c05""}"
account_rdx12y6qyz3ftv8lfqt7str4ss5sqnsaw2pfaccdeeucchgern2rmznj4h,yes,10.82586454,"{""curve"":""curve25519"",""publicKey"":""d5e9b6b2c61d88bdb17d82a2ece402aa01885523126f21f89bc29396469e9a76"",""signature"":""ca363c2d626b2602a7d5278ff603b484f1535510aa59c32c6d2b756ecb846d44d377390c232a5082244a2c7845ff9c93d399ac7b242ec445a0bc2a410e5f0f07""}"
account_rdx12y6nhqpk5pp2dh96025hz2d88tv6xfa5cudk2k6ahg4g8rynaaceuz,yes,54801.3363,"{""curve"":""curve25519"",""publicKey"":""8ac0d8b97d75ff920f8979b08f5d44b6fa55b03586c0927d769dcec22d818e7a"",""signature"":""dabf29d9f225cf31db08667195264a1c879b94ad8d15f7bc1e8beee1b944157df647e058aefc1fee4fe363978feda3484013dfc146cf7f4f731ebc1260448c0f""}"
account_rdx12y6mshq873cg0e0a04fquxaxrue3fqzd7c3arq90gsvxx5tfpccqw7,yes,74792.04733,"{""curve"":""curve25519"",""publicKey"":""a026fef49b22af3ee78816a7b2e1c89eb6face23690dc99d995961dab2e583ec"",""signature"":""0d4a4237e14964ab6d357d3d2ec857d55f098643a09dd4c77d982342d9ff6276eca2d65881e94844d600a3a64a9f4aee79c4a054e6ad9b92c6bd00ec125ddf08""}"
account_rdx12y6ln9za0gzqa88gr5zq3a35nxhzltdq5sy5vpqs0qu2xwnjnl645e,no,14.92825118,"{""curve"":""curve25519"",""publicKey"":""847ea02c3168c0e345c7ddaeaecd0858f832a3ffe4266b9db651eed2d7b7a204"",""signature"":""ab64f649fb04e196995fe3487eaf517948cf0ee873122c0aa8dc24fb315a673833ffee9e812ec501d05f07adabc38069e3ae83f7a9052004488b77f5d5f58206""}"
account_rdx12y6hw7d9nryrrs6aapg2qdqdqv7h04m9u7xdnt05829m9pshql8npd,yes,9.855233275,"{""curve"":""curve25519"",""publicKey"":""89511e1d45c556f1d1588a190f805cecb4a8fe449c74a0f02344d0e1ee3c8228"",""signature"":""050b9d28b87fdced9a1ca0d401eef9f7e47f777f7472903253f3c0d0404cb0e592a9158725ba5e080989ff00a12faa48b548d70ee3ee49d71ab01ec3d21e560b""}"
account_rdx12y6597lxpxuflzna6476h4gltd5ctmzd4s7fk2nvgh69k7g5wsrfyw,yes,9.464322269,"{""curve"":""curve25519"",""publicKey"":""e4462ed1869f39539f4e36ded0ab1e141933699b6963a0d217990c3235a9f79a"",""signature"":""691f97376a1b59118a9befcdc58bd3a6ad11b347103f625dfa09c738c297691aa27954ffaee67c0b0bb908fc66e83895f46f5891eddd7846ff1b6f27a97ca508""}"
account_rdx12y5ye29raup5uugfxpd4cysss2lyay3w58zat56jhkteupue3wx6t8,yes,112.4987426,"{""curve"":""curve25519"",""publicKey"":""2069af0b19bf847c910a03f30a5c63cb7e5ced9f6983696bcaf1cf0a2592d6f9"",""signature"":""2c5ab43dce6a7aeadbd291644f1e58bf7423dd892362cd0e26721de6db2ea6d57c8c95ca9fa4fd8924cdaab8e145f1fdc4e488e6847d349a3e39dda42cc74801""}"
account_rdx12y5y5dy2gl5w92vdszft4sps3v3ujyqzd30xq7z0vzv7we7xtzl259,yes,112.4865371,"{""curve"":""curve25519"",""publicKey"":""9566016bbc93911eceaf25d70b061e754673330a8ff37703c8e232d22564d499"",""signature"":""63d02044f3e46380d5bfac04a97ed7c32754b878981861ba56e4b1a245e7b1f8ee01c99f2e754513aeec92d3ef8ff5c77cced15b036d421361a1e1d411d34203""}"
account_rdx12y5wv54adg4xj5xejyxkxz7z3jd4hja9jq0s2mdhadr63cd23dqm3t,yes,11862.70222,"{""curve"":""curve25519"",""publicKey"":""97cd7b5301400038f729892dda27913cc44fb9d66cc901c28a636a5e31862e43"",""signature"":""6feaace17dc33cf081adc39d551a7c446c717362347928ace5ec191452c77a459956caee704a511d8689c2e84bb21c1addc005d5715d1d4486b88aed32519601""}"
account_rdx12y5tm5zwrnzkht5yspxp47d6dqgh0q6fcggs3ynxckq4rj0cljjhf5,yes,2950.749853,"{""curve"":""curve25519"",""publicKey"":""840095fe6a2f23180be1ef4f716eebc30794b93d604f56375c13b399ab46a0e7"",""signature"":""d6284b92cfabfd543f290567612c71669ac204fc82deb2b0aed8463ff21c5e523d5e6ac7780680ce4fe5240600725924c88521b64fc7709569ec1d531a803b0a""}"
account_rdx12y5dvkd93um4t62nlrtnrn666ea4ewjetsne407xpykwz3dk5w6jjn,yes,7030.510775,"{""curve"":""curve25519"",""publicKey"":""cf92392d3586f5665a4747e176ab0f81fb8e5c505cfed6dc3a2a3deb8b20f001"",""signature"":""b799428b9e2e5c597ff275f76e00f285063f23135570cd3494c0fe5890767329a69fab0b8936ca388af2414fc579aa95d6f875545378d0e711eb42af65a5cd0e""}"
account_rdx12y4ykn84e9ykxhwy93q9flvd9g55wnf9z5mpztt6nhle937f4k873w,yes,678573.66,"{""curve"":""curve25519"",""publicKey"":""9626db814a806b1da0f37b1f12a78a3d9d84a23e45976fa556a401166def9ab9"",""signature"":""4dd27812635bfe29e5d98981db97ad3e84cccfb6f1bca1ff7b22cafb23cfa614ec8f2bde8583522e64d0d36486d78fafdc19fdb5128cd1f5805e2dcee186320e""}"
account_rdx12y4amnsdn5sxn7why3h2l0fwxuj9wu08wyq8mzstm8tcmkfwuddwn2,yes,155.5643871,"{""curve"":""curve25519"",""publicKey"":""ba45470ff2928a5875ca412d578b6b1d743eaef17ffef49ed70cbdf14684b49d"",""signature"":""de77b08ed48eba132fd5b420aa79419f17c5f9042faa62677388e60747a32c0e32f90e414e1d4407ed48428d16ddbf6afe7011f418819d5c7e2726fe178bce0e""}"
account_rdx12y46u8pjgf78v45hmflctsjz8r05geaj5mjjj8d5hdgrlduzjm702q,yes,19458.76071,"{""curve"":""curve25519"",""publicKey"":""f9201978d49a3f8c0cf3b77874d31af1ef9e4cca103f4eb7e24e148ebc06075b"",""signature"":""cafdb5bf22020bf006daf71fa8ceb5b73f0c2db9b4462ff1957b07ed9c668045cb28df89559596b2dee71a131b06afddf15161c31fb60fdf8a870719804a1307""}"
account_rdx12y46l3jdthgy9vuvz3pv5hugf047qt8cdjcmfu5f7aug3syl8tn973,yes,169.069084,"{""curve"":""curve25519"",""publicKey"":""4c797cd753f115c1a2ac4b039d2d8b5c282e28e82617a266f642e15c6a81f9eb"",""signature"":""6015d1fd183e5f47d7f33677fe3b56a4ae4d4f3d60a8af00efbe3ae65058b63d8581163b24be42c8ee5878a3c8f2c9d6992d7276e5205bb7759560cae7488e0d""}"
account_rdx12y3uvlxj3k4d8lketutm7v9sf7zxp9rrxgqfwv7xm6uv7ktlua9657,yes,398.4741307,"{""curve"":""curve25519"",""publicKey"":""69ebd69e34d054dacb2c333749fb8b8238aad6735cc9c0a5cf2f375609cc39a3"",""signature"":""4fdd4d2517567150e5241dcda37753fcf5ded97d29751da13993271c35b98f0a3dbf4b703218c6f0e2fd83870d38d2f9a5b8ca40ca25618ae6def2908e399e0d""}"
account_rdx12y3sw6yvxuvf5kwt92dm5a0ca24jauvm0aa9qh2gmeyufty9h7nsx9,yes,126.1775593,"{""curve"":""curve25519"",""publicKey"":""afeb10d13580c6e11406bbde9d2a8ad6a3f1c1ea972605bdc61aa31e76715be5"",""signature"":""340bf9c60aac5857c8e6556c94708cf50589a48169e270f919f0b5881994c5c55e1bcac1e7c3632eb268bbb88c4561f12b258f81a3c183380329bc50693b130c""}"
account_rdx12y3mffgvxknftzzrgyfwdg9m83w3h22jzwwmc86eqjghnaj0kqs6vg,yes,1057222.299,"{""curve"":""curve25519"",""publicKey"":""3aeed251ff947822b482dfff80c6ca1ec8d3b4b051d69ba762e32806fc3817e2"",""signature"":""89c7071e035ad0e7d06116b0c39e6bcbb017a3eb35a1cde024cd6a6c4dd6034f9fee0102e979795437e613516ea556a99b14a1ded3d74c6fb476029e2699330c""}"
account_rdx12y30pxnchwy468lh2206496r5fcs6hpszlnam98dhqura7nzlmzl2t,yes,165.4965318,"{""curve"":""curve25519"",""publicKey"":""1c9cb47edec3aa7ea97650c47bb06e143b4118dae8d9f215f08fb4ed115fb0d9"",""signature"":""e78bc7aae4265296535c58bd6c9dadd11f0e308a768a8472af4a558488b1e24b82f3eacd465ba99e809fa2771dfa2c3b46bcd1d125fe533851b85d6e1f321802""}"
account_rdx12y2u45xtxzeqqfn238gw4stlatpfpqnlwxm7jhvj48q0j2t973envt,yes,587468.5205,"{""curve"":""curve25519"",""publicKey"":""996e6de35972c9cf2443af8cf98a4e3d0b7024575c24afa9dcfe7e8d4b3f38ff"",""signature"":""d5d0c335a275d6f84686fa8a98e3bca4c815155fcdede34b1c20d88621aef71d5d78d50d09f88b9bbd8c2978d306e065c7281cc42aac2073f17f4a1edc18d101""}"
account_rdx12y2r62k4zpyk5stn8d3z3keq3suypfxhpyl4k5lqukjsm377x6ar92,yes,3.973173067,"{""curve"":""curve25519"",""publicKey"":""ae1060367250b3aad6353e4fa1e7d30c38ddb33ba2f5c8d4a8594318479cbc39"",""signature"":""8fb4ee129dd5eea3ae48e71758803f074e219b0d7239d424663b68436ebba3827dc12ee353b5d670bf3b473bfdb74d85a0255438f46e57d8e2f1fb05431f1805""}"
account_rdx12y2ez55pqpd49h0v4uhtjsp4elc6xwcc05779d854mm997z7qf3gmz,yes,518560.6746,"{""curve"":""curve25519"",""publicKey"":""f1f8696a58d314ca20c3f1014cca21024e87a62d09c1b4e2c3514782346abdd4"",""signature"":""0177735744f8f97ce1c2485cfda5e60ace61f52baa126ba4c2a318f7c87014700ab125dd2e371a8d08e3a8926abf642de60f50d6e78d2b8c9b9d397f7149350a""}"
account_rdx12y0xjaly7z3jms0y627uqlmtw0qefgrjl5eqcx5lf47sex2393c2rx,yes,11135.76306,"{""curve"":""curve25519"",""publicKey"":""680bd645e6d29094da6cec229621e271711f9e4a5c12a1ed1e996d868264ebff"",""signature"":""3cc081eda4b6ee6ef30e39c95693a0ba03926595898fc4bd8d8e3f18a37473bd7bb1c1e8c4f53fafb2dd57bfc0614d7a4f704750d2a2d8f3c13467c513488b0d""}"
account_rdx12y0vxnv74ul28d3kcvx4zr7tqwe6x6u7tlj26xnmr7nmh5lvwmq79j,yes,1153364.971,"{""curve"":""curve25519"",""publicKey"":""6feb0e234f6295b06bda464ad9c282b74fb618347401ccdfc60b182c17782f58"",""signature"":""de457bd0711cda3951a0ff125fc016b43366e9dbebc591cdbffd01bad6264f15cb26ee8acbe2152c7e11b1847edb1102eecc7f9e2f8ad9df6cafef7dd0c83406""}"
account_rdx12y0px34v2kfj9rsvhh4uyxmml8wqxke70jlfh8hy05n5qp496t0k84,yes,89574.27921,"{""curve"":""curve25519"",""publicKey"":""dca42e1507c5c7b978b17d7ae591cdd7cb8954900727cab9efa954540b19bf64"",""signature"":""a00c61cf139a4f373eec64b3f28077431bfefae027825c3f053124249b7f5825e81e88f1d694ed61ff56499cb0e182bf2e99e0a0fe71aa7aae80bc9e4b50b409""}"
account_rdx12y0j78r0ydjw07aptpusjkkecwvy99v4xujrf0p5etpcuppqn4awq8,yes,112.4987426,"{""curve"":""curve25519"",""publicKey"":""77211cd2570eed70afd089fedf2096739802e3f414cf0d7ddc35cd8c8feb78a8"",""signature"":""f8a2e91d512bd076d7389775b3a389a92bc19d8e8549023fdb0ea0bb6581167420af7041102e32ce9c8ec54b9f9208cf444b525ad20a67b297b214dd4c41ac0d""}"
account_rdx12y0ac897tvdh36ewqlm83yq57amrv9lj8w47zcna4y3v7vqxqxpuyz,yes,500864.4213,"{""curve"":""curve25519"",""publicKey"":""d8369971e6aae113ffb6dc93a22b77da07b5379c09fa0462468df5701c59193a"",""signature"":""c631ea488f7107f3d1c417da8046f5a9718a7d04780af207c1e2d1596297ada4fad802e6355c6db4b1ad5739a429b2ca2af52490c77352b1704764b9a2946f04""}"
account_rdx12y00tgpqk32vrwhhykmrdw4pkzyn65q3vq6cu7437047fnky22s0uc,no,957260.4408,"{""curve"":""curve25519"",""publicKey"":""b2acf2cd1e091864ea13a63b58dbed50a4848acf612839281dc7c918cfa971b1"",""signature"":""6f1d473fc2e87d7e3167ef253f3c308a146c726e4f40c87e9bcfa7b8fac753a0811fa1d37325d4dc4d5377044321ab393082359ecc14b7adcf5d3284e2016600""}"
account_rdx12xzxeg7qefffudr0m9zyqmetjw56exp5cqk9krljpwt0um30yt3k0g,yes,5703.852852,"{""curve"":""curve25519"",""publicKey"":""b049b85250a214afb49b9da7e7c6dc71b9fdd9c63dd6ea27fb6fb058d7e43db8"",""signature"":""73ea804f09679fe846df9dd328f689131f7d26a1a1e3725348a8bb77b07a7b56dd00b77ae2891da8ff1f4c114d2d2af48d5c3ef49b3be6c48631d0c89abc3a06""}"
account_rdx12xzk320juyjnkdz9pmlltmqr4gvgxxmv2v82ytvzkexjx0anja27g0,yes,48979.36216,"{""curve"":""curve25519"",""publicKey"":""3ffc7ce646417a7e41c422ccc815e427fec823fce82916691dbe4b93f0a1c434"",""signature"":""b1f74332c12073cdcd7132341026563393ea7a4992648c9bf288b741b6de86fc96be726007f7281de80876c5d661aac14d236cad7dc62d97b63eef68d5a61f04""}"
account_rdx12xz0glv5y9jaaavxn6z0fehx78dnas3cqehg0drl96042uxtk3eddg,yes,1839.940275,"{""curve"":""curve25519"",""publicKey"":""cd017d2e4e45e0d682534c4735df5e31459cb9344869323d38479073b5ebd09c"",""signature"":""47eb429581292da48eb4d69b112034c70849eae063c02295dc4b76d4aa9f1837b06302c1b222d6ab18bdbc0be8120f7babe3db2f8fff7d0a052fa62ed39bfd09""}"
account_rdx12xyzs39jd86yrrpy9wufx44fhy9rq2zm0a77s0hr8a4atwh60huvcr,yes,3121.601633,"{""curve"":""curve25519"",""publicKey"":""cf82effaeba72e5e1ee3d7c73675ae9d143e2020644cb6a1cfa2248f4ca22dfe"",""signature"":""51fdf5273ac363f830f26549f06f959a068d4df04bf6d06863ad9a63c9d50657a730f917da20f6ec1354dc5c51327e5f5a686361150dfd939e709f193033b80c""}"
account_rdx12xyxr85ye8rz4hfm5kxt3624p378s8fspdmwzn3kdkgxamt0wvanu2,yes,1587192.488,"{""curve"":""curve25519"",""publicKey"":""69dc561f7e59efcbc93f248eeece5b7fa152d55ad4629ed46f8427cac2b22cd1"",""signature"":""aa0b94f7b4e38f5de8b0f39afa16e297354031b4609504499170488fc46dcbf91ddcc07a2444bcfec1eafab4429b68a7c5e25752a4b9625578f7017ad9be6406""}"
account_rdx12xyrra84ll9u9e26uw280yvgyvyqvxjgvlg4xwqkshagws3auuvtst,yes,5285.628461,"{""curve"":""curve25519"",""publicKey"":""780cdf3caf6947382676bad7911b3526f9dfcec3a9014d4a865638558a3df6d0"",""signature"":""38e38a56e446faa073aa7727865a73ddc4151bde957731c83ffc7e7c5a4dd4160ba4d9f46093d7602b9871db27afd8373fe5ca955f6c1460778484990cf9d00d""}"
account_rdx12xyfzu8349xc4z2p33cpps2yrzkp6u79rccka7rrcpc3zzr3m4gzrn,yes,180.0363477,"{""curve"":""curve25519"",""publicKey"":""2977ac56a457f3033dee62a45f75bb8019b6cd1fba3de7b28caa0eaaca954dc2"",""signature"":""f7829634694c1a796f1d0cbeb4c7ac651267b59fa778733ee75cb8d13c75eadddd0731351f9c2145f5d161a593fdd4e1256d21169b3911112809de905686290a""}"
account_rdx12xy9kpr2rmgxctxg5zjzpaecr8kfkj5q48hnxg52gna89v5m6gyry0,yes,56142.39206,"{""curve"":""curve25519"",""publicKey"":""fdcecdd3957e2e13ea4b06ccf835e5e6028ce98e1358d15a8a0ae77464d35366"",""signature"":""faa6f17b873747f95e3b3eacc10efaa969bdb163e9c370d0f745d0474254ada46cae522f1c8a24bfbb64ee8efddd765ca2f0a001b7e7e3abac3904962c18e80b""}"
account_rdx12xxx9ppt562atwa9vettcrwhj2t4xr8uuukg6yswjgvpecw74lrl7m,yes,65035.8751,"{""curve"":""curve25519"",""publicKey"":""9a275d8855c8c533acb56d00ea237ad6beea87850cf5f93d2dbf722d0cd945a1"",""signature"":""9f23ac9490a74300ffb8f9586642296650d4841237837721200f7cd76d69b164e0171254c996e7d37debe2bfb3b7dcdf275a26f1b4fc13cd0c5cc364fa0f6e08""}"
account_rdx12xxpjx0hw3hv9gf955spfsrkjvedvv49977hqvqhv9jukchvkzqv3p,yes,7.935473839,"{""curve"":""curve25519"",""publicKey"":""c7eda12701cb9da7753e8b9b579d844718e8e2a7831082a993276afa8a269331"",""signature"":""a3ae34f2670e9397c8a7f83f8995f5fe222f9323ce1c8db23901f8f6eaf1c28cee9d79a3cba3c5f5fffae7331ba30477e40bd93bb031ee0677d6f8f84d18fe05""}"
account_rdx12xxdlantg68q84ff6zep76xvqmnl59dyvkf5vwav48ctrllvauyd42,yes,5.442957549,"{""curve"":""curve25519"",""publicKey"":""ed72c65f4d75137b90917c680acc3c9bcf6d0742abffd9ef66a54a34781c05d5"",""signature"":""afd2746f5250bace933c4684356b6a2e1d8e0f33a9928a074740e2514a714bd2214de4be744a8847313cf9e6b88fc0640449027a1995ec276f17e4343fdf9e0a""}"
account_rdx12xxapv64229n5ddfp8kvjwmes7alutf2fq5ugu06cj5j3a6gkf0awm,yes,118112.9189,"{""curve"":""curve25519"",""publicKey"":""2912008d092de237a159e8deccd17180e0125fc165a3dbbcbd229115465333eb"",""signature"":""dea1887e505204b8b8b34a8cbdc8c3dbb2b7f839596ba4958df7742cb474fa3286e8f73127c763555a11d6e4e1f1babfa9aa6b62b927269235563eb1160d790c""}"
account_rdx12xxa42pzqjykyfh5x2aj632j4xl2ed07kru7pfpa7f8c476fnlq3eg,yes,5.742513083,"{""curve"":""curve25519"",""publicKey"":""15f5b8889ff0a15aaae9f376ae94cd209e90634c5ce09330af2c2ad51ea8714b"",""signature"":""0d73bf169538e2b1d62e88010a9889bc2ddd35e9f3b8d1505bffdd135f164480bd70218d54f754ca6bde0ca1ad3cae128b66d5f3baf94c4efc1a79081f03710b""}"
account_rdx12xx8le0t43n05qs996lpq5lse6e5glm7lefvucamg5f78yrk30elke,yes,272028.898,"{""curve"":""curve25519"",""publicKey"":""bd8f24ac5e97cddf9ca0c47af97874742916aeec750f4b3024af308275983453"",""signature"":""dad351dde9b31df96e42851b332c8ec22f6d813e4d1def363c780995896a8cf843f6a1233362d98676e9763d0b41e626d234aad4de284a95aa556e0822f7a80c""}"
account_rdx12xx2h556j608ywscq0jk696udepfrlplwtw8njkuhu33xgqak6casm,yes,7.035270813,"{""curve"":""curve25519"",""publicKey"":""03a219df0c3dfd6a220e243a10b9c58617015877ba10ad52311861bdea1b2b2a"",""signature"":""6df53d813d3b19c4e0c2ff4698b3b8793fbf5e3baa7ddc429ef3de4ffe4dc591d64c37c2db307a1c389290ab7695d6cff3bee4d92fd97c8c4b6b637d6c98fa0e""}"
account_rdx12xwxeg4qkd9p326z8h07va49e3cj20ghyt4m8zmw2vtla6dpzar2lu,yes,503422.2452,"{""curve"":""curve25519"",""publicKey"":""1fcc85e6bea8efe4ba09b45eb9fa040ea93a3156258c2b8fee1b85ede1d8b4ab"",""signature"":""c39924f6edfb148495f84c6c894523143f2691775ad55acd2a810de012a609ef78ec6684823628a4830754f698307fe95e6821d3b3913d205e37293fcc36520a""}"
account_rdx12xwrh7trm6m925zpvg3424vjkqyacce0v9yhrsxyseyu8mlrd0lv53,yes,13545047.41,"{""curve"":""curve25519"",""publicKey"":""51ad33989a778f0b61f9e9f0fd787c8933c779815ca6a7083838aa819bbdc08a"",""signature"":""8ca0cabf53dc4052de1c11ecd1f1dcddd40c3cec21bbb654ceb1aaceb3e153cc29e261805c64fafd67f2484a2faa7877df104d49ff4e43d7d488c92fc4dfad05""}"
account_rdx12xwk5jsdape2jp388d3fkwnmj5vxdvr5gf0vqfnek0ychwd80ksdjs,yes,7.367390275,"{""curve"":""curve25519"",""publicKey"":""33bc2f1b18f0e07149162faf2f677be1a575e4af9e3c84565d7b3b73835e9cab"",""signature"":""7d04d2d7cb13114d1ff12b9ef230dd2776aee5f1d9b3d062d1cd5107ab13a188e9f4367d42356f9153746d6e28aeb180b255258f18b27f48a4827af0b57d3a01""}"
account_rdx12xw8q5xq6sraxeqavtqrjr3frtrdk8r2yp2q6zq7sd267r4a2zanvy,yes,9.464322269,"{""curve"":""curve25519"",""publicKey"":""cfd06cfdb515eb071cf9518b93a1d9f4b5c27f4f9ff2e84a0d34a1274d5e2a2f"",""signature"":""ae744787f1b01ac2e4289871f97ae971e59d212a8544a086cd1167831ee3695ec03ff2098aeb392b7920ff9229bb1433a8366a7bcd80050db2b17e865d50e60a""}"
account_rdx12xvymt4650a83mwjv0fzppuyxuqtmmj0ha3ggzwwzgv3rlgv70mefc,no,115224.5807,"{""curve"":""curve25519"",""publicKey"":""c9b2f2f81c22d5e6c188506274175b9129cb398bc68edb3b0043d37d9a603324"",""signature"":""00d588adc22e1915ec0f948eeaa8c26dd27e019a709073ecd4b198037c06f433e05a523b78572429f762fc3618dd1a4e41daa8c2b99e3d2037e30704be3f8d08""}"
account_rdx12xvshg3vuqs20kzhx0wms79yq5ctu4j8s68f3jegs0plmm494rwrnz,yes,2697.999998,"{""curve"":""curve25519"",""publicKey"":""368dd7a61c1d7cbbbca50c5b9317991960fc8a406e77ede779110ce590723bd5"",""signature"":""7c4849ece7e7704ce703883f5659bbf5b4a6a82edf088e7914b612ee7eee364ade4e98ddeb8a61e4eedd5e73d5f1cfe359d065fc49f4fb17094b42bf5f018708""}"
account_rdx12xvq3a7dg55pun29hkzs469zh9wx25ncsws02f0lyc3cykgh028gkt,yes,0,"{""curve"":""curve25519"",""publicKey"":""4d58070783fea58fb78ea387fd0cb994fbb564d9fa014c0f295b852d0c59331f"",""signature"":""ad02faac5d8c7dcaef6357c3c6b96ca9e2f10ffc85a4ee853e038bc39aff00649ea967f509192508ce7e887548639c4fc5d6c5a97817f64c8e3eccc82efdd709""}"
account_rdx12xve5j3mwug2a2p7e329qdvzceq25tjn3v4g78e8zqlyv8leuvz8vv,no,3707.564243,"{""curve"":""curve25519"",""publicKey"":""3018269b44fbee8f8d0ad54a82ac614a81a0d3b8a5a6179dd038da5ec6c6866b"",""signature"":""36c70cce970b4b35316ef2bb0d3bda37d8ee90b0f55600057435ddeb1fd98e9ca2e2c5f9b9735d3d34dcfe4bbba6fe9455f9bb3f6d906df191609c2777223e0e""}"
account_rdx12xuxx42ypjekx424ura3t8u67pm8dtyqgatkjhe3jduahxq97urfh7,yes,0,"{""curve"":""curve25519"",""publicKey"":""d44a56ce56b53397a3eba5db62f3faf28de74742c37912dfe047b5fe3b880aa9"",""signature"":""22dfdfcc6151665bd90815589b89166ef1e06fd8445a00ad724a39f49b6991f030e22da2bd6862fc2b0772f6592a6de2b6599b508e6160e9a05efd0ffb25bf08""}"
account_rdx12xuu7e4ydkn32yfvnqwa4p3x9ugtgn5qcuanhtfqxlrzjsnzp7eev3,yes,124754.8085,"{""curve"":""curve25519"",""publicKey"":""49cbceedb7016e1bf85629625b272b8c6cd156f96235af9b159ce242bbd11f27"",""signature"":""bbb58ce7b08a95ddc7c3c6c832e68773c3be81563979f9b96b434663657a05dc8b3b097bc5c433c23fbbc03adb75910e6effd0cb4dc16b093497ba77f6197c00""}"
account_rdx12xusjk9gtw4km4evjjxvkey0x444y7lt94qfr0884d6jtz0c4s7wa3,yes,0.5456172956,"{""curve"":""curve25519"",""publicKey"":""dd41f0f2db90e8c6e65b3b8677749afce78be70df90aab03b6accbf71255fa72"",""signature"":""1e4e35308ef072677d3cddc7c5b02acfc7a652ba10b712caeaf68e68df6ad43f6d9a553b0ab63b8f2b858e1450ef8e160e84e68a47a960dbc019f2fe728cf30e""}"
account_rdx12xusgtexf7ekj4amyp3svjpmznzjg0s7eh6rk97ajq0j4nhrtpy38a,yes,353670.95,"{""curve"":""curve25519"",""publicKey"":""b03a100da114b3b7a595625429d3949850f3476d1cb06f55e528b1c80a32fc6b"",""signature"":""431750cbc2e1052487bbc1cfc39337edec60a280ee0e5d0e2cbdb8c37ad19f0944274c4175c68244ba799112bd2e92dac9808d520ad9e1a86381ea9fe892a706""}"
account_rdx12xuf05rxqpdrwhjutg42l540weft7z8khh4jzwu9t3ersafsfg0hfj,yes,78.03367046,"{""curve"":""curve25519"",""publicKey"":""327df099d7e2bb193bd8827d237c96412d9e989ccc38bee7861b728b61628ef9"",""signature"":""881642d47d446ed6f018f1833883c84671917243ea52ba10efe31e1d74584ceba190a5363adb5173f30292ba5989ceea8abfdf12030ee9fe8b77e59b792f0500""}"
account_rdx12xua0jceex2u4ud7hat5uana63p8y4dt6hjwvq5vc8pafe2k34g04d,yes,14153.96113,"{""curve"":""curve25519"",""publicKey"":""206dfb62ea1976249651c26e6b65c60ff7b73a61659faa7d80acfecdaf120bbc"",""signature"":""5236b819d2657f71b59ff8cbe852cc94f1d2bd458dff723b8bd24ab42b3fb88ef003ac13e0a3709a015ff5b1716bf7694233f171f1fbcaf578dea500b2bf9e03""}"
account_rdx12xu5kxakksk4wzvkrnl90q8pjmzkwu6z6tzkcwamwnhf4rf6cr2xt5,yes,0.2732344973,"{""curve"":""curve25519"",""publicKey"":""d5051c96ca0efcb9e4235199eebde2fb9a7592f532fc48ada2594de608deb7b0"",""signature"":""d925a5aa195a277d00e0a41218cc9e98f54acf168076a5dfc06d2c3aa579f56c39fcde653d5aec777c6cf49f87f58e0f7ee859182228afff3baa8ad8e8fbb200""}"
account_rdx12xu28xevf9pxsu8l86zluefe2r3vr4h3ek9n4ltgwg9gact7lww4y5,yes,584373.3507,"{""curve"":""curve25519"",""publicKey"":""45142e11abdd4103ad66afecfb03df8e52f40f846ed88a90b88c96385f277a8e"",""signature"":""d9e1f7f07af9cab887c83a982acff11c280a228f4308ccb2488d320190fbc01d67bb5541d5e535e3022ccaf50e886cf409176beab0f90655d345e6814ab12f03""}"
account_rdx12xtwewr6zmmdd64dfq2l8c2k2jk7wnmlpcy3xnwd8qreuvna653qq7,yes,4973789.591,"{""curve"":""curve25519"",""publicKey"":""99a5708a05c3b89467a96ad13db4354ca8d3479554d75665832b12b721d5e7e1"",""signature"":""fc4a99bc7f5b9ea97b198632a8add81f4f8ab319b15f5e1fd5e6b54c626882bab78ad1106ccc0353d6316173663c0ae7f34488f1b3ddefafaa52e67bd15b8a04""}"
account_rdx12xtwafnvnmk0upl277utmfp4u27hx07zz4ygvphzznx35tqp03pzew,yes,70302.19854,"{""curve"":""curve25519"",""publicKey"":""f94eb07fb67ac4c881b0ffed0cc5d8c4f2ae8854ec42c3d537a2eedafd576fd7"",""signature"":""792cc572083f6ffe90448271e579004a3ff71694117f76d87c34965101f40c5223892ff93c7a98b7ddbbe4b9362adb07d13b51c2a5be9f0cf4009b789b2d9309""}"
account_rdx12xtgc8swtlghhe78et5tsd6s5akz6eezehpn8nv66yzfzafxsmwm5v,yes,2901.339214,"{""curve"":""curve25519"",""publicKey"":""11d5f363f7ce466eaa6be57f2f179a852f1ca2db578b1b4d258b6f2d8cdebdc2"",""signature"":""388b989c190eb2f28f8b6b5a304547945db94982e810f02fbe2242b9ebdbf723987e0a36f996527f4eedfb24790048775ae2c7467d99d81bc4229dd669d6a30a""}"
